,age,gender,category,amount,fraud
234676,3,F,es_transportation,17.86,0
311111,4,M,es_transportation,21.69,0
74325,2,F,es_transportation,23.97,0
197576,2,M,es_transportation,24.49,0
471968,5,F,es_transportation,18.14,0
537081,3,M,es_transportation,21.48,0
381747,2,M,es_barsandrestaurants,44.32,0
54596,5,F,es_transportation,41.25,0
109449,3,F,es_food,41.07,0
310037,3,M,es_transportation,19.98,0
66130,3,M,es_transportation,5.84,0
522038,4,F,es_transportation,66.74,0
269797,1,M,es_transportation,5.57,0
514443,3,F,es_transportation,33.59,0
346642,2,F,es_transportation,25.68,0
255786,6,M,es_food,22.01,0
134288,4,M,es_transportation,10.88,0
189519,3,M,es_transportation,13.53,0
56225,2,M,es_transportation,11.67,0
383939,3,F,es_transportation,4.79,0
233322,5,M,es_transportation,37.84,0
318113,3,F,es_transportation,41.82,0
467990,2,F,es_transportation,9.35,0
50561,3,M,es_transportation,5.02,0
275288,3,F,es_food,9.68,0
141774,5,F,es_transportation,12.93,0
272883,4,M,es_transportation,42.31,0
496764,3,F,es_transportation,23.03,0
456319,2,M,es_transportation,35.47,0
376643,2,M,es_transportation,17.93,0
593096,4,F,es_transportation,28.08,0
278928,3,M,es_transportation,51.68,0
348516,2,F,es_transportation,39.1,0
315696,5,M,es_food,27.93,0
141786,3,M,es_transportation,30.71,0
46514,2,F,es_transportation,1.0997999999999999,0
230338,2,M,es_transportation,38.89,0
254047,2,M,es_transportation,32.58,0
446750,4,M,es_transportation,3.99,0
254759,3,F,es_transportation,42.19,0
271661,1,F,es_hyper,40.96,0
63140,3,F,es_food,29.06,0
142789,5,F,es_transportation,17.47,0
379979,3,F,es_tech,61.41,0
267242,4,F,es_transportation,18.8,0
168097,2,M,es_transportation,64.76,0
152941,1,F,es_transportation,41.98,0
91786,2,M,es_transportation,9.47,0
223589,2,F,es_transportation,32.13,0
510800,2,F,es_transportation,6.26,0
232551,3,F,es_transportation,76.08,0
262519,4,M,es_transportation,21.0,0
471561,3,F,es_health,236.14739999999958,0
217747,2,F,es_transportation,4.13,0
334323,3,F,es_transportation,34.18,0
285453,5,F,es_transportation,30.92,0
55705,2,M,es_transportation,14.52,0
386082,3,F,es_transportation,29.85,0
252919,2,F,es_transportation,21.29,0
458149,3,M,es_transportation,33.8,0
39373,2,F,es_transportation,9.67,0
341552,5,F,es_transportation,24.64,0
215381,2,M,es_transportation,14.78,0
313494,4,F,es_transportation,30.43,0
384496,3,F,es_transportation,62.9,0
428709,1,M,es_transportation,29.43,0
58715,3,F,es_transportation,58.42,0
555137,4,F,es_transportation,18.16,0
338324,3,F,es_transportation,14.76,0
130456,4,M,es_transportation,6.99,0
566198,2,F,es_transportation,5.06,0
504019,2,M,es_transportation,28.09,0
390464,3,M,es_transportation,14.07,0
367880,3,F,es_transportation,8.95,0
206104,5,M,es_transportation,15.93,0
252595,4,M,es_transportation,4.02,0
132575,3,M,es_transportation,31.02,0
300572,4,M,es_transportation,13.15,0
69026,2,M,es_transportation,31.36,0
88746,2,F,es_transportation,20.64,0
395482,1,F,es_transportation,17.04,0
439755,2,F,es_transportation,11.06,0
465174,2,M,es_transportation,44.11,0
463307,4,F,es_transportation,53.16,0
575836,3,F,es_transportation,17.68,0
258351,2,F,es_transportation,32.51,0
361684,3,M,es_wellnessandbeauty,104.83,0
568393,0,F,es_transportation,34.15,0
247864,1,M,es_transportation,6.44,0
498825,1,M,es_transportation,35.93,0
394709,2,F,es_transportation,11.35,0
128756,5,M,es_transportation,42.43,0
129489,6,M,es_transportation,39.16,0
545418,4,F,es_health,104.6,0
535283,2,M,es_food,26.27,0
315935,2,F,es_transportation,36.04,0
181733,6,M,es_transportation,34.1,0
204602,1,M,es_transportation,50.82,0
377208,2,M,es_transportation,10.96,0
555479,3,F,es_transportation,21.87,0
382108,2,M,es_transportation,15.36,0
237429,3,F,es_transportation,43.74,0
548448,3,M,es_transportation,26.95,0
583592,2,M,es_transportation,55.77,0
210539,2,F,es_transportation,21.76,0
238502,4,F,es_transportation,24.36,0
412321,2,F,es_health,4.6,0
524552,4,M,es_transportation,48.62,0
500999,2,M,es_transportation,18.96,0
557857,6,M,es_transportation,21.53,0
559617,2,M,es_food,47.03,0
388221,2,M,es_transportation,22.02,0
472033,2,M,es_transportation,2.53,0
214782,6,F,es_transportation,25.99,0
277145,5,M,es_food,59.85,0
144350,3,F,es_wellnessandbeauty,90.89,0
450646,5,F,es_transportation,7.44,0
263555,2,M,es_transportation,46.87,0
354318,2,M,es_transportation,15.21,0
398018,2,M,es_transportation,18.76,0
18029,3,F,es_wellnessandbeauty,44.34,0
476724,3,F,es_transportation,26.17,0
450042,2,F,es_wellnessandbeauty,28.54,0
415148,1,F,es_transportation,32.94,0
271766,2,M,es_health,101.6,0
15203,3,F,es_transportation,1.0997999999999999,0
458684,2,M,es_transportation,20.48,0
82591,3,M,es_transportation,57.14,0
556463,3,F,es_transportation,1.57,0
89297,2,F,es_transportation,60.58,0
583682,1,M,es_transportation,14.96,0
324191,0,F,es_transportation,1.88,0
347345,3,F,es_food,40.96,0
282756,4,M,es_transportation,4.6,0
50435,3,F,es_transportation,20.12,0
164503,1,F,es_transportation,25.0,0
69099,2,M,es_transportation,32.77,0
159965,2,F,es_transportation,3.96,0
341087,2,M,es_transportation,39.73,0
339912,3,M,es_transportation,9.72,0
570837,3,M,es_transportation,37.35,0
186444,6,M,es_home,155.65,0
484240,6,F,es_transportation,46.47,0
107448,2,M,es_transportation,3.66,0
34117,2,F,es_transportation,25.0,0
414296,2,M,es_transportation,28.6,0
140906,2,M,es_transportation,12.62,0
439037,4,F,es_transportation,19.92,0
388532,5,M,es_transportation,13.99,0
335373,4,F,es_transportation,31.38,0
561759,2,F,es_transportation,5.89,0
250153,3,F,es_food,33.69,0
252348,6,F,es_transportation,43.02,0
558938,2,F,es_fashion,47.76,0
172252,3,F,es_transportation,29.54,0
490328,3,F,es_transportation,47.66,0
288158,3,M,es_transportation,26.72,0
439793,2,F,es_wellnessandbeauty,13.47,0
165295,2,M,es_wellnessandbeauty,15.25,0
572573,2,M,es_transportation,21.41,0
366419,4,M,es_food,46.69,0
206999,3,F,es_transportation,33.62,0
87084,6,M,es_transportation,17.68,0
477302,3,F,es_food,84.51,0
505743,3,M,es_transportation,57.36,0
499626,2,F,es_transportation,43.66,0
428916,2,F,es_transportation,27.51,0
36412,3,M,es_transportation,30.11,0
95058,4,M,es_transportation,1.0997999999999999,0
270373,5,F,es_transportation,45.89,0
397826,4,F,es_transportation,3.14,0
6969,1,M,es_transportation,1.0997999999999999,0
56560,3,M,es_transportation,54.15,0
277412,4,F,es_transportation,15.16,0
462985,5,F,es_transportation,2.21,0
498838,1,F,es_food,25.13,0
385305,2,F,es_transportation,60.8,0
292786,3,F,es_transportation,48.56,0
278497,3,F,es_transportation,3.7,0
502175,1,M,es_transportation,13.77,0
251027,2,M,es_transportation,17.62,0
236117,2,F,es_transportation,35.76,0
440864,3,F,es_transportation,17.5,0
536412,1,M,es_food,18.72,0
136508,3,M,es_transportation,7.33,0
250606,3,F,es_transportation,6.44,0
300395,6,F,es_transportation,14.9,0
188495,1,F,es_transportation,32.71,0
145284,3,M,es_barsandrestaurants,75.04,0
82662,3,M,es_transportation,13.91,0
553700,2,M,es_transportation,7.12,0
48708,2,F,es_food,23.81,0
580872,2,F,es_transportation,32.75,0
65360,1,F,es_transportation,11.52,0
564877,2,F,es_transportation,28.04,0
276186,2,M,es_transportation,27.41,0
133365,4,M,es_transportation,4.46,0
363843,4,M,es_transportation,13.28,0
405591,2,F,es_transportation,18.0,0
225521,5,M,es_transportation,9.53,0
505654,2,M,es_transportation,3.3,0
530923,3,M,es_transportation,7.45,0
23121,3,F,es_transportation,46.64,0
256125,6,F,es_transportation,40.65,0
163688,4,M,es_transportation,4.8,0
413193,3,M,es_transportation,46.07,0
497049,2,M,es_transportation,60.8,0
591666,1,F,es_health,60.37,0
516172,3,F,es_transportation,49.26,0
252016,4,M,es_transportation,7.99,0
31009,3,M,es_transportation,42.82,0
288307,5,F,es_transportation,1.71,0
367281,2,F,es_transportation,16.06,0
15097,3,F,es_transportation,48.07,0
93826,1,F,es_transportation,49.28,0
362437,2,F,es_transportation,7.63,0
33449,3,F,es_transportation,17.63,0
255841,1,M,es_home,30.81,0
217758,4,F,es_transportation,1.0997999999999999,0
581282,2,M,es_health,16.36,0
406369,2,M,es_transportation,7.84,0
33935,5,M,es_transportation,8.22,0
305445,2,M,es_transportation,40.95,0
324120,2,F,es_transportation,13.11,0
48552,2,M,es_transportation,1.0997999999999999,0
269963,2,M,es_transportation,39.27,0
128913,3,M,es_transportation,45.62,0
96242,5,M,es_transportation,2.73,0
142676,4,M,es_barsandrestaurants,32.32,0
433730,5,M,es_transportation,33.85,0
282680,4,F,es_transportation,2.05,0
381339,3,F,es_transportation,3.61,0
492537,1,F,es_wellnessandbeauty,4.27,0
210069,4,M,es_transportation,68.03,0
165714,5,F,es_transportation,46.86,0
132132,2,F,es_transportation,21.99,0
512955,2,F,es_transportation,38.59,0
142298,6,M,es_transportation,30.76,0
359381,2,M,es_transportation,32.75,0
274858,4,M,es_transportation,22.71,0
497774,2,F,es_transportation,36.84,0
564183,5,F,es_transportation,62.26,0
76259,4,F,es_transportation,28.16,0
244769,2,M,es_transportation,57.92,0
49534,3,M,es_transportation,23.38,0
544748,1,F,es_transportation,38.75,0
288504,3,F,es_transportation,57.01,0
409019,6,M,es_transportation,5.41,0
543983,3,F,es_transportation,25.19,0
468327,3,F,es_transportation,29.09,0
214424,2,M,es_transportation,34.58,0
482517,4,F,es_transportation,5.18,0
382202,3,M,es_transportation,19.76,0
356570,2,F,es_transportation,61.52,0
151752,1,F,es_wellnessandbeauty,56.34,0
589356,2,F,es_transportation,58.09,0
336661,2,M,es_transportation,29.32,0
256776,2,F,es_transportation,16.21,0
444474,2,F,es_transportation,49.05,0
55480,4,F,es_transportation,35.29,0
278610,3,M,es_transportation,61.98,0
431846,2,M,es_transportation,22.04,0
132713,2,F,es_transportation,20.37,0
508105,1,M,es_transportation,10.38,0
559343,2,M,es_sportsandtoys,131.9,0
291072,5,F,es_transportation,71.16,0
102109,3,M,es_transportation,22.67,0
235261,4,F,es_transportation,27.22,0
428604,2,M,es_transportation,12.61,0
70413,4,M,es_transportation,40.71,0
335127,3,F,es_health,24.85,0
468076,1,F,es_transportation,1.0997999999999999,0
28175,2,F,es_transportation,32.43,0
591079,4,F,es_transportation,20.14,0
507119,4,M,es_transportation,55.48,0
49726,2,M,es_transportation,19.29,0
204060,2,M,es_barsandrestaurants,42.2,0
178324,2,F,es_transportation,8.03,0
544328,4,M,es_transportation,45.94,0
174040,5,M,es_transportation,50.36,0
407510,2,F,es_transportation,26.64,0
522735,2,M,es_health,129.49,0
250629,2,M,es_transportation,17.2,0
59414,6,M,es_transportation,3.95,0
205044,3,F,es_transportation,31.43,0
343245,6,F,es_transportation,41.24,0
586886,3,M,es_transportation,35.61,0
30800,3,M,es_transportation,43.33,0
418847,5,M,es_transportation,38.71,0
259300,3,F,es_transportation,54.28,0
86034,3,F,es_transportation,53.69,0
166966,2,F,es_transportation,15.71,0
318586,4,F,es_transportation,12.88,0
408370,2,M,es_transportation,1.0997999999999999,0
287661,3,F,es_transportation,12.6,0
527177,1,M,es_transportation,1.8,0
504794,4,M,es_transportation,23.45,0
473202,3,F,es_transportation,39.18,0
9112,4,F,es_transportation,31.38,0
399914,3,F,es_transportation,26.44,0
353171,3,M,es_transportation,67.32,0
354128,2,F,es_transportation,40.52,0
146843,4,F,es_transportation,14.71,0
150752,5,F,es_transportation,16.27,0
479190,3,M,es_transportation,14.04,0
334022,6,M,es_transportation,20.23,0
145923,4,F,es_transportation,25.93,0
175364,2,F,es_transportation,8.43,0
336766,2,F,es_transportation,1.0997999999999999,0
303037,4,M,es_transportation,5.7,0
472550,3,F,es_transportation,39.95,0
41616,4,F,es_fashion,11.47,0
327952,6,F,es_transportation,6.42,0
177341,3,F,es_transportation,10.51,0
391888,4,F,es_transportation,17.02,0
9329,6,M,es_transportation,4.96,0
2259,3,M,es_wellnessandbeauty,11.83,0
362302,3,F,es_transportation,25.58,0
476949,2,M,es_transportation,47.82,0
465656,3,M,es_transportation,21.47,0
464192,2,M,es_wellnessandbeauty,41.84,0
378731,6,M,es_transportation,12.56,0
238281,2,F,es_transportation,20.65,0
410201,3,F,es_transportation,56.87,0
315264,3,M,es_transportation,41.38,0
72455,2,M,es_transportation,29.16,0
267815,2,F,es_transportation,32.5,0
118055,1,M,es_transportation,4.31,0
41972,3,M,es_transportation,69.73,0
500770,5,M,es_transportation,10.69,0
346543,1,M,es_transportation,18.88,0
146784,5,F,es_fashion,44.09,0
524032,2,M,es_transportation,6.3,0
19951,4,F,es_transportation,22.87,0
457720,2,F,es_transportation,10.02,0
303372,3,M,es_transportation,49.2,0
426335,3,F,es_transportation,32.06,0
314199,3,M,es_transportation,12.48,0
391739,2,M,es_transportation,53.01,0
9839,2,M,es_transportation,26.0,0
593428,2,F,es_transportation,1.58,0
558826,0,F,es_transportation,37.89,0
405658,4,F,es_transportation,21.24,0
288826,3,F,es_transportation,23.12,0
139577,2,F,es_transportation,20.57,0
64187,5,M,es_transportation,23.22,0
566420,4,M,es_transportation,47.47,0
385713,3,F,es_transportation,8.72,0
154927,3,M,es_otherservices,118.53,0
548945,1,F,es_transportation,14.91,0
123413,3,M,es_barsandrestaurants,102.94,0
274518,3,F,es_transportation,3.58,0
84924,2,F,es_transportation,10.73,0
385907,2,M,es_transportation,35.35,0
275721,3,F,es_transportation,45.05,0
560062,6,M,es_transportation,46.92,0
279684,1,F,es_transportation,37.72,0
315409,5,F,es_transportation,46.83,0
104101,3,F,es_transportation,24.94,0
79613,4,M,es_transportation,60.1,0
325824,3,F,es_transportation,12.75,0
39814,1,F,es_transportation,26.3,0
267405,3,F,es_transportation,41.94,0
477519,4,M,es_transportation,10.67,0
154794,4,M,es_transportation,31.29,0
87868,2,F,es_transportation,52.34,0
408636,3,F,es_transportation,65.02,0
434987,3,F,es_health,24.83,0
144264,3,F,es_transportation,61.03,0
408461,3,M,es_transportation,12.21,0
69196,3,M,es_barsandrestaurants,15.83,0
532779,4,M,es_transportation,11.61,0
29656,3,F,es_transportation,22.89,0
504630,2,F,es_transportation,8.5,0
577324,3,F,es_transportation,46.15,0
359366,3,F,es_transportation,4.04,0
403432,3,F,es_transportation,24.29,0
232961,2,M,es_transportation,76.63,0
510110,0,F,es_transportation,3.88,0
405886,2,M,es_food,45.8,0
102373,4,M,es_transportation,26.01,0
244318,2,M,es_transportation,23.02,0
427130,1,M,es_transportation,46.84,0
266441,4,F,es_transportation,29.12,0
267602,2,M,es_transportation,51.7,0
399904,2,F,es_transportation,23.32,0
74501,2,M,es_transportation,15.26,0
394278,2,M,es_transportation,9.21,0
149974,3,M,es_transportation,12.94,0
407052,2,M,es_health,25.71,0
426459,2,M,es_transportation,41.41,0
356770,3,F,es_health,19.8,0
465386,4,M,es_food,70.21,0
586498,1,M,es_transportation,29.98,0
113007,4,F,es_transportation,38.45,0
563093,3,F,es_transportation,15.17,0
516690,3,M,es_transportation,18.79,0
115066,3,F,es_health,25.9,0
473291,1,F,es_transportation,28.68,0
542075,2,M,es_transportation,35.48,0
125910,3,F,es_transportation,32.34,0
562017,2,M,es_transportation,45.93,0
189044,2,F,es_food,5.97,0
246862,5,F,es_transportation,35.36,0
268424,1,F,es_transportation,56.73,0
478738,5,M,es_transportation,37.92,0
257252,2,M,es_transportation,23.68,0
436755,5,M,es_transportation,36.05,0
573924,1,M,es_health,64.55,0
57669,2,F,es_transportation,37.14,0
11277,1,M,es_transportation,39.87,0
192598,3,F,es_transportation,9.72,0
4241,2,M,es_transportation,51.17,0
25520,1,F,es_transportation,25.6,0
326462,4,F,es_transportation,22.64,0
124409,1,M,es_transportation,23.42,0
275596,4,M,es_home,100.72,0
334586,5,F,es_transportation,53.36,0
183635,3,F,es_transportation,3.89,0
571021,2,M,es_transportation,21.95,0
242356,3,F,es_transportation,30.04,0
16679,3,F,es_transportation,29.02,0
130196,4,F,es_transportation,36.28,0
148575,2,M,es_transportation,29.59,0
22555,3,F,es_transportation,19.41,0
534776,2,F,es_transportation,69.54,0
107358,2,F,es_transportation,3.4,0
584400,5,F,es_transportation,3.83,0
264521,3,M,es_transportation,34.85,0
485610,3,M,es_transportation,32.75,0
590299,5,F,es_transportation,27.11,0
204414,2,F,es_transportation,51.0,0
67458,1,M,es_transportation,48.07,0
147975,1,F,es_transportation,11.35,0
69009,2,F,es_transportation,26.91,0
164023,4,M,es_food,26.15,0
129404,4,M,es_transportation,10.23,0
215159,4,F,es_transportation,39.81,0
218024,3,F,es_transportation,22.8,0
226888,2,F,es_transportation,46.33,0
93644,2,M,es_transportation,5.68,0
103539,5,M,es_transportation,11.52,0
324267,3,F,es_transportation,25.02,0
66975,5,M,es_transportation,40.41,0
62234,5,F,es_transportation,45.48,0
192988,2,M,es_transportation,55.69,0
444403,4,F,es_health,111.47,0
144586,3,M,es_transportation,8.99,0
113034,6,F,es_transportation,29.11,0
218035,2,F,es_transportation,51.25,0
408448,2,F,es_transportation,32.28,0
244784,4,M,es_transportation,2.13,0
294415,3,F,es_transportation,25.77,0
549757,4,M,es_barsandrestaurants,130.23,0
312786,4,F,es_transportation,34.07,0
223501,3,F,es_transportation,27.91,0
167446,2,F,es_transportation,16.26,0
91761,3,F,es_transportation,59.64,0
182563,6,F,es_transportation,58.72,0
477709,1,M,es_transportation,44.17,0
316372,3,F,es_transportation,32.21,0
525317,2,M,es_transportation,39.71,0
442680,5,M,es_transportation,25.67,0
168695,6,M,es_transportation,12.86,0
309164,3,M,es_transportation,28.76,0
573347,2,F,es_transportation,31.61,0
224262,5,F,es_transportation,19.2,0
502840,6,M,es_transportation,15.67,0
496156,5,M,es_food,44.56,0
40762,3,F,es_transportation,33.04,0
578505,4,F,es_transportation,40.65,0
207083,4,M,es_transportation,46.83,0
407392,1,M,es_transportation,17.23,0
287975,4,M,es_transportation,25.89,0
464771,3,F,es_transportation,35.8,0
254451,4,F,es_transportation,16.73,0
505874,5,M,es_transportation,4.59,0
6640,5,M,es_health,115.87,0
420901,5,M,es_transportation,22.74,0
398435,5,F,es_transportation,24.67,0
423100,3,F,es_transportation,19.41,0
543253,4,F,es_transportation,8.29,0
268748,4,M,es_health,66.5,0
140978,1,M,es_transportation,53.13,0
519895,1,F,es_wellnessandbeauty,36.33,0
533574,3,M,es_transportation,34.27,0
3439,2,F,es_transportation,19.19,0
127502,2,M,es_wellnessandbeauty,3.44,0
364503,4,F,es_transportation,30.99,0
248286,1,F,es_transportation,28.48,0
556555,3,F,es_transportation,8.32,0
386128,5,F,es_transportation,12.23,0
513836,1,M,es_transportation,23.6,0
158135,3,M,es_transportation,52.34,0
35760,5,F,es_transportation,32.83,0
188781,2,F,es_transportation,36.68,0
390881,1,F,es_transportation,25.52,0
368999,5,F,es_transportation,4.68,0
434388,2,F,es_hyper,35.5,0
362310,3,F,es_transportation,7.39,0
227232,3,F,es_health,235.54,0
478551,4,F,es_transportation,8.2,0
20049,1,F,es_transportation,7.41,0
7403,4,F,es_transportation,20.13,0
280833,4,F,es_transportation,10.88,0
158092,2,F,es_transportation,16.1,0
44256,2,M,es_transportation,39.44,0
436818,3,M,es_transportation,7.25,0
38685,2,M,es_transportation,46.87,0
20678,2,M,es_health,108.48,0
301065,6,M,es_transportation,9.29,0
153195,1,F,es_transportation,8.8,0
120621,3,F,es_transportation,35.47,0
30881,4,F,es_transportation,8.81,0
212821,5,M,es_transportation,51.31,0
81730,2,F,es_transportation,24.79,0
260978,3,M,es_transportation,18.35,0
308051,2,F,es_transportation,19.31,0
362632,2,F,es_transportation,46.97,0
351131,2,F,es_transportation,13.81,0
207640,2,M,es_transportation,32.25,0
381392,4,F,es_transportation,48.16,0
348994,2,F,es_transportation,38.23,0
379878,5,F,es_transportation,32.75,0
11900,3,F,es_transportation,23.49,0
387222,3,M,es_transportation,4.32,0
213735,1,F,es_transportation,33.07,0
9757,2,F,es_transportation,30.51,0
89567,2,F,es_transportation,1.84,0
245239,4,F,es_transportation,17.8,0
213972,2,M,es_transportation,44.1,0
68573,4,M,es_hyper,27.56,0
567325,2,F,es_transportation,36.13,0
451017,5,M,es_health,123.84,0
390581,2,F,es_health,25.96,0
408996,3,M,es_transportation,51.22,0
114300,2,M,es_transportation,6.53,0
53843,2,F,es_transportation,23.06,0
80442,3,F,es_transportation,9.34,0
60441,3,M,es_transportation,63.21,0
291373,3,F,es_transportation,7.28,0
429541,3,F,es_transportation,40.97,0
43396,6,M,es_transportation,40.35,0
392967,5,F,es_transportation,60.34,0
251788,5,M,es_transportation,58.31,0
46605,4,M,es_transportation,33.32,0
365817,2,F,es_transportation,29.36,0
392401,5,F,es_transportation,11.38,0
311537,3,M,es_transportation,12.53,0
109068,3,F,es_hyper,6.93,0
553038,4,F,es_transportation,14.84,0
191344,2,F,es_transportation,33.01,0
468567,4,M,es_transportation,20.51,0
221323,4,F,es_transportation,20.12,0
474934,5,F,es_health,143.51,0
557275,4,F,es_transportation,1.74,0
372905,4,F,es_transportation,3.97,0
99193,3,F,es_transportation,19.56,0
403317,3,M,es_transportation,25.46,0
567311,5,F,es_transportation,41.31,0
73951,4,F,es_transportation,1.0997999999999999,0
510683,5,M,es_transportation,23.11,0
1267,5,F,es_transportation,38.44,0
204209,4,M,es_transportation,61.75,0
434654,3,F,es_transportation,21.14,0
343451,2,F,es_transportation,39.76,0
128810,4,F,es_wellnessandbeauty,35.45,0
254464,5,F,es_transportation,7.46,0
484437,2,M,es_transportation,26.11,0
180668,4,M,es_transportation,95.21,0
64822,4,M,es_transportation,56.47,0
264285,3,M,es_transportation,17.9,0
410591,4,M,es_transportation,47.52,0
128727,4,M,es_transportation,41.5,0
341726,5,F,es_transportation,13.65,0
404,3,M,es_hyper,15.26,0
363501,5,F,es_fashion,17.58,0
120339,1,M,es_transportation,3.2,0
117843,1,F,es_transportation,1.0997999999999999,0
298085,1,F,es_transportation,7.24,0
69152,3,F,es_food,37.54,0
265165,5,F,es_food,6.85,0
301272,2,F,es_food,32.59,0
119491,2,F,es_transportation,8.52,0
135430,2,F,es_transportation,15.12,0
6452,3,F,es_transportation,36.94,0
25687,5,M,es_transportation,60.48,0
298189,4,F,es_transportation,28.05,0
131867,5,M,es_transportation,29.48,0
231462,5,F,es_barsandrestaurants,41.51,0
451839,2,F,es_hyper,44.92,0
564570,5,M,es_transportation,58.04,0
18345,3,F,es_transportation,55.48,0
141512,3,F,es_transportation,16.23,0
508488,2,M,es_transportation,41.5,0
34829,6,F,es_transportation,31.39,0
69621,1,F,es_transportation,9.43,0
348247,2,F,es_transportation,18.37,0
290646,1,F,es_transportation,54.32,0
130288,3,F,es_transportation,33.07,0
273431,2,F,es_transportation,20.96,0
485337,2,F,es_transportation,60.97,0
555291,1,F,es_transportation,39.91,0
222881,3,M,es_transportation,4.46,0
236775,4,F,es_transportation,24.16,0
214919,2,M,es_transportation,8.46,0
202245,1,M,es_transportation,3.02,0
341773,3,F,es_fashion,18.19,0
374904,3,F,es_transportation,32.45,0
515402,4,M,es_barsandrestaurants,35.5,0
21596,2,F,es_food,19.2,0
241410,2,M,es_transportation,33.31,0
90558,2,M,es_transportation,39.52,0
385263,2,M,es_transportation,9.0,0
179345,4,M,es_transportation,14.55,0
407068,6,F,es_transportation,38.27,0
475607,3,M,es_transportation,15.81,0
360290,2,M,es_transportation,34.39,0
265874,4,M,es_transportation,24.04,0
500516,2,F,es_food,1.0997999999999999,0
512681,1,F,es_transportation,37.33,0
229650,2,M,es_transportation,18.95,0
458563,1,M,es_transportation,39.31,0
27509,2,M,es_transportation,67.26,0
318144,3,M,es_transportation,50.46,0
262469,4,F,es_health,236.14739999999958,0
357774,2,F,es_transportation,16.72,0
126780,3,M,es_transportation,15.09,0
2145,5,F,es_transportation,11.37,0
326849,4,F,es_transportation,22.64,0
231991,2,F,es_fashion,102.51,0
449695,3,M,es_food,40.97,0
445967,6,M,es_transportation,33.89,0
210052,3,F,es_transportation,25.15,0
493637,3,M,es_transportation,7.3,0
53776,3,F,es_transportation,30.03,0
283275,3,F,es_transportation,62.04,0
275827,2,F,es_transportation,11.11,0
271132,5,F,es_transportation,11.84,0
564785,2,M,es_transportation,5.81,0
157950,5,F,es_transportation,47.25,0
318335,2,F,es_transportation,78.45,0
212734,4,F,es_transportation,39.68,0
576574,2,M,es_transportation,45.08,0
471623,3,F,es_transportation,12.08,0
294796,5,M,es_transportation,41.03,0
562484,2,F,es_wellnessandbeauty,74.33,0
336772,2,F,es_transportation,3.95,0
203973,4,F,es_transportation,52.66,0
187245,2,M,es_hyper,1.87,0
440014,2,M,es_transportation,17.38,0
221914,2,M,es_transportation,37.02,0
39610,4,M,es_transportation,8.03,0
18948,2,M,es_transportation,54.16,0
435384,6,F,es_transportation,1.0997999999999999,0
197717,2,M,es_transportation,35.97,0
592329,5,F,es_health,189.85,0
20950,3,F,es_transportation,20.77,0
137130,1,M,es_transportation,37.37,0
29591,2,M,es_transportation,12.62,0
515664,3,F,es_transportation,15.71,0
95481,3,F,es_transportation,50.65,0
31605,3,M,es_transportation,25.76,0
42799,3,F,es_transportation,3.55,0
149089,2,M,es_wellnessandbeauty,112.83,0
184276,5,F,es_transportation,54.5,0
241054,2,M,es_transportation,44.64,0
463029,4,M,es_transportation,24.36,0
92200,1,M,es_barsandrestaurants,50.95,0
132829,2,M,es_wellnessandbeauty,57.82,0
61215,4,F,es_transportation,63.24,0
381304,4,M,es_transportation,54.57,0
197279,4,M,es_transportation,4.73,0
285221,5,M,es_wellnessandbeauty,25.48,0
189185,3,M,es_transportation,21.32,0
295074,4,F,es_transportation,43.7,0
342689,1,F,es_transportation,3.79,0
505653,2,M,es_transportation,9.2,0
117369,2,M,es_transportation,30.92,0
552024,6,F,es_food,24.56,0
351516,1,M,es_transportation,51.36,0
193940,5,F,es_transportation,26.03,0
419845,5,F,es_transportation,2.94,0
76048,4,F,es_transportation,30.46,0
293490,2,M,es_transportation,1.0997999999999999,0
204981,4,M,es_fashion,41.86,0
45418,1,F,es_transportation,16.03,0
371969,2,M,es_transportation,9.5,0
356221,4,M,es_transportation,2.5,0
188112,2,F,es_transportation,42.51,0
541179,4,F,es_transportation,8.66,0
356451,5,M,es_transportation,56.05,0
496151,5,M,es_food,28.97,0
572836,1,F,es_transportation,16.11,0
533974,4,F,es_transportation,23.53,0
47739,3,M,es_transportation,24.39,0
25853,1,F,es_transportation,4.96,0
349075,3,M,es_transportation,13.34,0
574836,1,M,es_transportation,38.96,0
168254,2,F,es_transportation,17.03,0
229683,2,F,es_transportation,44.48,0
297771,3,M,es_transportation,25.98,0
515049,2,M,es_transportation,10.31,0
430468,1,F,es_transportation,36.54,0
340981,1,F,es_transportation,59.99,0
564109,5,F,es_transportation,14.69,0
218876,2,F,es_transportation,7.8,0
331794,2,F,es_transportation,25.71,0
140572,2,F,es_transportation,1.0997999999999999,0
199256,3,F,es_transportation,50.13,0
388820,3,M,es_transportation,60.33,0
358033,2,M,es_transportation,8.89,0
506952,5,F,es_transportation,23.95,0
233719,0,M,es_hyper,46.25,0
112600,3,M,es_transportation,66.75,0
97902,3,F,es_transportation,52.7,0
403731,3,F,es_transportation,33.61,0
504510,2,F,es_transportation,10.37,0
540153,2,M,es_transportation,25.39,0
310849,4,F,es_transportation,29.47,0
297762,2,M,es_transportation,1.61,0
191225,6,F,es_transportation,60.63,0
579372,5,F,es_health,2.46,0
412905,2,M,es_transportation,39.53,0
256413,5,F,es_transportation,7.26,0
263830,2,M,es_food,9.67,0
138631,3,F,es_transportation,29.43,0
426872,2,M,es_transportation,42.79,0
185714,1,F,es_transportation,32.79,0
