,age,amount,fraud,M,es_barsandrestaurants,es_contents,es_fashion,es_food,es_health,es_home,es_hotelservices,es_hyper,es_leisure,es_otherservices,es_sportsandtoys,es_tech,es_transportation,es_travel
1515,2,13.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1516,6,10.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1517,1,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1518,4,25.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1519,2,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1520,2,35.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,2,56.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,3,39.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1523,5,31.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1524,3,58.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1525,1,24.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1526,5,77.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1527,4,31.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1528,3,2.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1529,4,32.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1530,1,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1531,1,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1532,3,4.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1533,2,56.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1534,3,18.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1535,5,34.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1536,2,46.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,3,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1538,2,52.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1539,2,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,3,8.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1541,2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1542,2,28.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1543,3,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1544,1,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1545,3,16.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1546,1,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1547,2,45.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1548,2,39.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1549,3,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1550,2,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1551,2,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1552,4,49.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1553,3,15.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1554,2,33.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1555,2,7.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1556,1,23.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1557,5,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1558,4,48.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,5,14.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1560,5,53.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1561,2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1562,2,58.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1563,3,59.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1564,3,33.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1565,6,14.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1566,4,50.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1567,4,32.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1568,2,54.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1569,3,11.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,3,65.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1571,3,51.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1572,2,14.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1573,5,3.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1574,3,38.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1575,3,28.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1576,1,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1577,4,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1578,1,14.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1579,2,38.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1580,2,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1581,1,48.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1582,4,43.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1583,1,35.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1584,2,34.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1585,1,31.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1586,3,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1587,1,44.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1588,4,15.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1589,3,12.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1590,1,40.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,2,32.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1592,4,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1593,3,29.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1594,2,5.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,5,44.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1596,2,41.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1597,3,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1598,4,24.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1599,1,25.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1600,2,21.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1601,2,44.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1602,5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1603,3,38.12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1604,5,29.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1605,2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1606,1,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1607,5,41.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1608,2,11.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1609,5,44.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1610,4,35.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1611,3,36.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1612,4,11.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1613,2,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1614,5,85.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1615,5,24.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1616,6,41.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1617,2,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1618,1,49.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1619,2,35.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1620,1,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1621,5,24.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1622,4,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1623,3,41.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2,26.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1625,5,32.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1626,3,39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1627,2,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1628,4,38.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1629,1,32.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1630,4,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1631,3,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1632,3,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,2,71.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,5,14.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1635,3,30.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1636,2,21.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1637,4,42.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1638,3,26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1639,1,17.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1640,2,55.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1641,6,24.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1642,3,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1643,2,9.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1644,1,49.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,4,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1646,5,63.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1647,4,49.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1648,2,37.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1649,3,21.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1650,5,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1651,3,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1652,5,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1653,4,57.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1654,6,45.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1655,5,16.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1656,4,1.0998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1657,5,16.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1658,5,58.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1659,1,22.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1660,4,27.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1661,2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1662,3,35.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1663,2,30.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1664,2,37.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1665,3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1666,5,41.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1667,2,39.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1668,3,42.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1669,2,48.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1670,3,27.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1671,2,28.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1672,1,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1673,3,42.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1674,3,22.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1675,2,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1676,1,16.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1677,2,63.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1678,4,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1679,6,65.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1680,4,48.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1681,6,79.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1682,2,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1683,2,1.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1684,3,28.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1685,4,19.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1686,1,29.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1687,3,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,3,73.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1689,1,38.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1690,3,64.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,2,24.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1692,3,46.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1693,3,26.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1694,4,57.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1695,4,19.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1696,2,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1697,4,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1698,2,39.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1699,4,39.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700,1,101.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1701,2,25.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1702,2,43.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1703,3,12.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1704,5,8.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1705,2,44.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1706,2,52.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1707,2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1708,4,70.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1709,1,28.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1710,3,27.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1711,5,9.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1712,2,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1713,4,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1714,5,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1715,5,25.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1716,4,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1717,2,15.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1718,3,59.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1719,6,79.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1720,2,23.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1721,2,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1722,5,60.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1723,4,6.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1724,5,13.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1725,2,35.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1726,3,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1727,3,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1728,3,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1729,2,44.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1730,2,37.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1731,3,56.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1732,6,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1733,2,39.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1734,3,8.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1735,4,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1736,3,49.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1737,1,8.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1738,6,2.22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,2,58.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1740,2,51.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,4,1.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1742,3,25.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1743,2,37.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1744,2,18.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1745,2,16.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,2,67.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1747,2,120.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1748,2,33.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1749,4,10.18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,4,25.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1751,3,124.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,2,44.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1753,2,21.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1754,3,5.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1755,5,22.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1756,2,20.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1757,6,52.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1758,2,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1759,2,17.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1760,5,19.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1761,3,13.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1762,3,34.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1763,2,15.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1764,6,50.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1765,4,28.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1766,1,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1767,2,24.33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1768,2,60.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1769,4,9.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1770,2,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1771,4,10.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1772,2,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773,2,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1774,3,41.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1775,3,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1776,3,6.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1777,2,23.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1778,1,8.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1779,2,64.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1780,3,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1781,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1782,1,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1783,1,31.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1784,2,45.13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,4,5.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1786,1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1787,5,43.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1788,3,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1789,3,39.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1790,2,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1791,4,39.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1792,1,24.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1793,2,55.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,5,42.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1795,5,15.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1796,5,14.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1797,2,26.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,6,29.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1799,4,25.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800,2,28.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1801,2,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1802,2,30.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1803,3,39.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1804,2,41.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1805,1,60.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1806,1,88.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,3,5.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1808,2,30.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,2,45.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1810,4,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1811,5,28.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1812,4,55.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1813,5,7.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1814,2,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1815,1,39.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1816,2,18.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1817,1,35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1818,2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1819,2,10.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1820,3,17.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1821,5,6.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1822,1,15.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1823,2,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1824,3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1825,3,10.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1826,4,52.08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1827,3,41.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1828,3,72.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,2,15.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1830,1,27.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1831,6,22.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1832,5,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1833,2,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1834,1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1835,5,22.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1836,5,31.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1837,2,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1838,1,69.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1839,2,17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1840,3,62.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1841,4,28.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1842,3,55.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1843,4,127.88,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1844,2,52.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1845,2,45.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1846,5,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1847,3,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1848,2,17.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1849,2,18.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1850,4,11.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1851,2,52.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1852,2,34.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
